,business_id,stars_y,categories_count,location,open,environment,value,taste,food,survice,feeling
895,tzjUW8uffmsWcdkEe48Bmg,2.5,4,3.0,4.08,5.0,3.25,4.0,2.67,4.67,2.75
896,u2wqrS4WenKSsuFsrLBGAA,4.0,4,3.0,3.17,5.0,3.25,1.0,2.67,4.0,4.33
897,uCuK-WV50xXbqYPZjRGAtg,5.0,8,3.5,4.0,3.66,5.0,4.0,3.63,5.0,3.67
898,uKu-apxF0NoCB0RArV055Q,2.5,4,4.0,5.0,3.66,5.0,5.0,3.63,5.0,3.0
899,uXOyx4aFR7O0rnLxuGHPNQ,2.0,3,4.0,3.33,3.66,3.0,5.0,3.63,1.5,3.0
900,uZuh51lXu7tsrC8RAwkg1A,4.5,3,4.67,4.0,3.66,3.5,3.63,3.63,3.71,3.0
901,udxOO5Gvf1rfy0TdDj3-EA,3.5,5,2.83,3.5,3.66,3.0,3.63,3.63,3.0,4.5
902,uh-q2sn9S-zoZtQP1tlf9g,4.0,4,4.5,3.0,3.66,4.0,3.63,3.63,3.63,4.0
903,ujHiaprwCQ5ewziu0Vi9rw,3.5,3,3.7,3.63,3.66,3.73,3.63,3.63,3.63,3.61
904,um1guhIrpfBu0nt4jsR5_A,5.0,3,4.73,4.65,5.0,4.43,3.62,5.0,4.73,4.54
905,upLmGGjPrpO6-HETLFKkew,4.0,2,5.0,5.0,5.0,3.0,3.62,5.0,1.0,3.0
906,utljHPPgKCw_KjO9IvUkWw,5.0,4,5.0,5.0,5.0,5.0,3.62,5.0,1.0,5.0
907,v-NKxpmSNahfaN2pwnhSkg,3.5,5,5.0,5.0,5.0,5.0,3.62,5.0,1.0,5.0
908,v-sFF0zhcCB7Afhem1tMWw,5.0,3,5.0,5.0,5.0,5.0,3.62,5.0,5.0,5.0
909,v2UKNMDqWN1UaWlK2Ugx2Q,3.5,2,5.0,3.67,5.0,5.0,3.62,5.0,3.0,5.0
910,v69i011Y7eZqvNbpuLnrtA,5.0,2,5.0,5.0,5.0,5.0,3.62,5.0,4.25,5.0
911,v7RWFLaORSTKgUKU8FgUJQ,2.0,3,5.0,5.0,5.0,4.5,3.62,5.0,4.25,5.0
912,v7ZFEEqJBg_r8NCwHRP_2A,4.5,6,5.0,5.0,5.0,4.25,3.62,5.0,4.25,5.0
913,v83YDyU2UxQKT9ZZ-sKMzA,4.5,2,5.0,5.0,5.0,4.25,3.62,4.4,4.25,5.0
914,vATbGMxLd9cZ3VY_GZAIJw,4.0,5,5.0,5.0,5.0,4.25,3.62,4.4,4.25,5.0
915,vAbRNF0hJt91oCUpm_sdKw,3.5,2,2.93,2.58,3.55,3.08,3.62,3.23,3.36,3.1
916,vHIUZzeWg7VxL9Y-hrE43g,2.0,5,3.0,3.0,1.78,3.0,3.0,3.67,5.0,5.0
917,vJ0m2sONLCjC-1iZ_p_kYg,3.5,2,3.0,3.11,1.78,3.8,3.0,3.67,3.69,3.07
918,vJvZOy6xlcO0nfdePvlTHg,2.0,3,3.28,5.0,1.78,3.41,3.47,3.67,3.19,3.78
919,vKnVb2RJfMBTnBCDooNAvA,3.5,2,3.28,3.22,1.78,3.41,3.47,3.67,3.19,3.78
920,vNqEtARzf3m6bBhvwMqwdg,3.5,4,3.3,3.47,1.78,3.47,4.5,3.67,3.49,3.84
921,vUsPxHrZqRzHkCj3RPzjFQ,4.5,3,5.0,3.0,1.78,5.0,4.5,3.67,5.0,1.0
922,vZLrA1A0rNebyMtxBwOCDQ,4.5,6,3.46,3.0,1.78,4.25,4.5,3.67,3.33,3.9
923,vaueMawiCmQaQutig-Bisw,3.5,6,4.4,4.25,1.78,3.0,5.0,4.25,2.83,4.5
924,vcZZycSx50yDVghAcRR6Uw,4.5,4,2.33,1.0,1.78,3.0,5.0,3.18,2.83,1.0
925,vfqUUh_5KF3R7mz2XiNXGg,5.0,4,4.0,3.2,1.78,3.0,3.0,3.18,2.83,4.11
926,viFP7j-WLzVhkCFXWGWQDw,3.0,9,4.25,3.94,3.0,3.67,3.33,3.09,3.62,3.56
927,vn-vRefiIb92Y7pniF6ypA,3.5,3,5.0,3.52,3.85,5.0,3.33,5.0,3.82,5.0
928,vpoXE7CsEMZNzBMDvkuqHg,3.0,2,3.92,3.52,3.85,3.71,3.33,3.88,3.82,3.26
929,vu4DAmaeEK_cX1b6bDxn9Q,5.0,2,3.52,3.32,3.05,3.6,4.0,3.69,4.44,3.86
930,w0C5QP3KO7WTLmMhfHQtFQ,5.0,3,2.5,3.5,3.05,3.0,4.0,3.1,4.0,3.88
931,w3gYFXHj_VyQ6ClH10BUfg,3.5,5,3.69,3.82,3.05,3.33,4.33,3.1,4.0,3.62
932,w4yq1IRk0DHQE995giqjGg,3.5,6,3.12,3.46,3.05,3.14,3.29,3.1,3.21,3.18
933,w6l6uq95_-36unVjTaFIXw,4.5,4,4.0,2.94,4.0,3.33,4.0,3.0,2.67,2.67
934,w7pPygkURBxxMpNk1NEM0w,5.0,9,5.0,2.33,4.0,2.5,5.0,3.0,3.0,5.0
935,w8xG94UdaIrTsslgNxTnhg,2.5,7,5.0,3.33,4.0,2.5,4.0,3.0,3.0,1.0
936,wBg25ZxFK6eCxIZl7Y6Gpg,4.0,3,5.0,4.0,4.0,3.92,2.0,3.0,3.33,5.0
937,wOcjxydfqz99U5rFa2f2ng,4.0,2,5.0,4.0,4.0,3.92,2.0,3.0,3.33,5.0
938,wPei6JKotMz8jsEKbohmnw,2.5,8,4.0,3.43,5.0,3.92,2.0,3.08,3.33,3.5
939,wSBNzVkRzTVlnR95AFvYMg,4.0,9,3.3,3.25,5.0,3.5,2.5,3.08,3.46,2.98
940,wdsGP5rJinx0J5GcGzPQUw,4.0,2,3.84,4.07,3.23,3.46,4.0,3.77,3.96,4.0
941,wgcLJ5IH0_QJV5qasU-1Sg,5.0,3,3.71,3.5,4.31,4.0,4.25,4.12,3.5,3.0
942,wmId49_BwzfWd3ww6GDMeA,4.5,6,4.05,3.83,4.31,4.0,4.25,4.12,4.19,4.38
943,wooab_AaL3EWYhp9_qeRuQ,4.0,5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0
944,wsdxhfW0aVf7ayMqId1HmA,2.5,2,4.0,4.33,4.0,4.0,5.0,4.0,4.0,4.0
945,x-Tyk_Sta6zVDlBjWCrkgQ,4.0,6,4.5,4.33,3.96,5.0,5.0,3.82,3.4,4.0
946,x304fU0MqPjPxTC4iZyXxg,3.0,2,2.0,3.75,3.96,4.0,5.0,3.82,3.4,4.0
947,x48sOvH70bdEp9BkVITuRA,5.0,9,4.5,5.0,3.96,4.0,5.0,3.82,4.0,4.0
948,xAGZzBu4Nlwdrvp0O9XGeA,4.0,2,4.0,3.6,3.96,4.0,4.11,3.82,3.8,4.0
949,xBA79JoRlzLNLWouEjyykQ,3.5,3,3.6,3.0,3.96,4.0,4.11,3.82,4.0,4.67
950,xDvl_i1g1HCJ4EmIRmwfqg,3.0,5,3.93,3.66,3.96,3.64,4.11,3.82,3.64,3.65
951,xF0mIKSmU9nnoch7pLiNxA,1.5,3,4.0,4.5,4.0,5.0,4.0,4.0,4.0,4.14
952,xKL4JhiFn75HyTqW8tfR6w,3.5,2,4.27,4.47,4.0,4.0,4.0,4.0,4.0,4.14
953,xKmkHUq-3k-Uy5661ai4_g,4.0,3,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.33
954,xXtWrRKn8A708BfaNs1nZw,4.0,7,3.88,4.0,4.0,3.25,3.5,4.0,3.6,4.14
955,xY_te34Vjvi8Te-UEtGypQ,3.0,2,3.67,4.67,4.0,3.5,3.0,3.0,3.33,3.0
956,x_L9NCBxx4Mb4cOnnRMibw,4.0,2,3.22,2.8,3.75,3.5,3.0,3.0,3.33,3.0
957,xfHTkbMG3pec9RrHPc3RLg,5.0,3,5.0,2.0,4.11,5.0,3.0,3.98,3.0,3.67
958,xoLBJRnvAefLuotgKxbGjA,4.0,7,4.0,3.55,4.11,1.0,3.0,3.98,5.0,3.22
959,xpEq8x5caXFm2lmjQ51rVQ,3.0,2,1.5,2.75,4.11,4.5,2.0,3.98,4.0,1.0
960,y5lTP-VEkT7feZmGxNxO9w,3.0,5,4.39,3.91,4.11,4.5,2.0,3.98,4.0,4.0
961,yKpdzrqe_qIbu9dB6bj9Gg,2.5,4,3.38,3.52,3.54,3.43,4.0,3.79,3.18,3.33
962,yL7bX_72vw6f7p3tzLV3dA,4.5,4,3.0,4.0,3.0,4.0,4.0,4.17,3.0,4.0
963,yLXofv8jOox6COakZBEhJg,4.0,4,2.33,2.6,3.0,3.5,4.0,4.17,3.75,3.6
964,yMhEnBRW1HaZ8UnofGwyUw,5.0,2,3.0,3.0,5.0,3.0,4.0,4.17,3.0,3.0
965,yQ1nmPEL7GmS5z9Y2cJPVQ,4.0,2,4.0,3.5,5.0,3.0,4.0,4.17,4.0,3.0
966,yRMCAJehX5uwgurulPnR7Q,4.5,4,1.0,2.67,5.0,3.0,4.0,4.17,3.33,3.0
967,yYkvonvBGZB6UMnpzr6Ryw,2.5,3,3.67,4.68,5.0,5.0,4.0,4.17,4.6,5.0
968,ybZJ4q8QU72A2E8sOYDuZA,5.0,8,3.16,4.0,4.0,4.43,4.0,3.0,3.33,4.08
969,yd8DViCRmJXHGAH7-87DhQ,3.5,8,4.33,5.0,4.0,4.0,2.0,3.0,4.0,3.0
970,ye1GA1FXeRSz8oXIdgktSw,5.0,2,2.71,3.08,4.0,3.33,2.0,3.0,2.43,3.29
971,yofHPSC24EsWTMJq3_6N6g,3.0,4,2.71,3.08,4.0,3.33,2.0,3.0,2.43,3.29
972,ypMf1Ma5b-WoiVmT22deoA,3.5,4,3.6,3.0,4.0,3.0,2.5,3.0,3.5,2.5
973,yycHRR_j82CnhIZjaSSL7w,4.0,5,5.0,3.0,4.0,3.0,3.0,3.0,3.5,1.67
974,zD-BBM8RYc_HOj3QVEvyhA,5.0,3,3.31,3.5,4.0,3.0,2.69,3.0,3.5,3.0
975,zL6GK1pPgXgKjuRqA6v8VQ,4.0,5,3.31,3.5,4.0,3.0,2.69,3.0,3.5,3.6
976,zLEvIXFzISHfYXSOmZQkjw,4.5,4,4.86,4.77,4.0,4.6,5.0,4.0,4.81,4.85
977,zdKWo-B3xcYevFoXS1OU9g,3.0,1,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
978,zdPu9iRJvUE2VkYjcEP9mg,4.0,2,5.0,5.0,4.0,5.0,1.0,4.0,3.65,5.0
979,zeYaiZsoqshoOk6VUEwvZA,2.5,5,4.55,3.38,4.0,4.0,1.0,4.0,3.65,5.0
980,zfNKdsuT7bWWN-f3v5Rj_g,4.0,3,4.33,3.67,4.0,3.4,5.0,4.0,5.0,5.0
981,zhT6PXyerupZzXL-smu-ZQ,4.5,2,3.67,4.67,4.0,5.0,5.0,4.0,5.0,4.0
982,zmUOgy8-5I3BP0iNM_w33Q,5.0,6,4.0,5.0,4.0,4.25,5.0,4.0,5.0,5.0
983,znfU93z9mZ0QYB0nqaPuAA,2.0,3,4.0,5.0,4.0,4.25,5.0,4.0,5.0,5.0
984,zsTeGLeCYBRSCmW7gznePQ,4.5,6,2.0,3.0,4.0,4.25,5.0,4.0,3.0,3.33
985,zwHxfpxAliFnNhmCXL4Hdg,2.5,4,2.38,3.25,4.0,4.25,5.0,4.0,3.0,2.0
